polyhedron bunny500
370 575
0 7.343500137 -62.98400116 49.34000015
1 -5.566500187 -59.14099884 45.63600159
2 16.34350014 -58.11999893 55.68899918
3 -15.64750004 -54.0890007 39.05199814
4 -13.64750004 -52.72900009 38.5530014
5 -40.65950012 -51.32699966 22.79700089
6 -36.07649994 -53.51300049 20.67399979
7 -2.663500071 6.656000137 37.95199966
8 -19.67350006 -29.69099998 44.67300034
9 19.35549927 -28.69199944 58.52999878
10 -33.65650177 -26.78300095 46.29899979
11 9.347499847 -25.88500023 58.83499908
12 19.34749985 -21.76399994 57.93999863
13 -41.64350128 -21.18499947 46.21300125
14 -60.63349915 29.86100006 49.60699844
15 -16.65049934 -19.75300026 45.94400024
16 -28.64150047 -14.2130003 44.71099854
17 27.36249924 -11.14900017 49.86100006
18 -31.66049957 -0.3359999955 39.75099945
19 14.34549999 1.271999955 43.96300125
20 -16.64850044 62.58000183 -0.02600000054
21 -33.2784996 -72.6190033 47.79299927
22 37.66249847 -66.54699707 43.67100143
23 -31.9885006 -68.46199799 46.20500183
24 -54.33250046 18.28199959 53.14599991
25 -6.38049984 72.9469986 -9.286000252
26 61.16749954 -59.02099991 33.79800034
27 9.805500031 -9.069000244 46.04800034
28 54.56349945 -53.97900009 33.02799988
29 71.1855011 -53.36500168 29.01499939
30 -34.38650131 40.55799866 15.05200005
31 27.77050018 -41.61000061 55.94599915
32 48.73149872 -37.44100189 42.36800003
33 27.00650024 10.30799961 37.48400116
34 -32.59949875 9.590000153 33.47299957
35 47.18450165 -0.0540000014 35.03900146
36 -2.014499903 67.03199768 -15.35099983
37 -48.89250183 11.29100037 52.20999908
38 -8.135499954 49.50299835 0.3939999938
39 51.07649994 -15.91100025 40.64400101
40 43.57550049 -21.24699974 47.34999847
41 7.754499912 59.50600052 -23.2140007
42 35.91849899 -71.73699951 -14.17000008
43 7.262499809 68.66100311 -27.20000076
44 -44.98149872 60.3370018 -60.19200134
45 65.98950195 -64.12400055 2.857000113
46 73.60949707 -57.88700104 22.72299957
47 74.91249847 -57.76499939 16.71899986
48 -44.14149857 60.80199814 -58.16400146
49 75.21949768 -48.03300095 4.71999979
50 77.84449768 -46.40499878 13.69200039
51 74.91649628 -45.2820015 4.683000088
52 -43.96649933 60.81399918 -59.20100021
53 7.314499855 59.65999985 -24.06299973
54 1.293499947 50.3730011 -9.241999626
55 4.646500111 53.51300049 -12.08600044
