polyhedron bunny2000
1295 2204
0 25.33049965 -66.04100037 46.72700119
1 -21.65550041 -65.10800171 42.18500137
2 15.34350014 -64.47299957 48.56600189
3 19.35650063 -64.2480011 49.5929985
4 -26.66250038 -63.64799881 42.26599884
5 -5.644499779 -62.69100189 52.63000107
6 7.343500137 -62.98400116 49.34000015
7 24.31749916 -62.74300003 50.93299866
8 -10.61349964 -61.62400055 49.4980011
9 2.343499899 -61.55500031 49.41699982
10 -29.6704998 -61.00999832 40.33300018
11 -1.67050004 -60.2480011 48.32099915
12 5.352499962 -59.87799835 51.93299866
13 20.33950043 -59.64099884 54.06200027
14 -3.67050004 -58.94800186 47.15499878
15 15.34049988 -58.12400055 55.70199966
16 58.3465004 -60.22499847 34.04600143
17 55.32949829 -58.82300186 33.52099991
18 -22.6515007 -56.73600006 40.91400146
19 26.34350014 -55.46900177 54.11399841
20 -25.66650009 -55.30500031 41.09000015
21 9.333499908 -54.01100159 55.0019989
22 16.34350014 -53.86999893 56.3030014
23 59.33050156 -54.56900024 33.65499878
24 -20.64649963 -52.48099899 41.36000061
25 -11.66049957 -52.75899887 38.14699936
26 13.33650017 -51.19599915 55.55500031
27 -40.65950012 -51.32699966 22.79700089
28 29.33749962 2.493999958 40.31000137
29 9.338500023 -48.19100189 57.63800049
30 20.3465004 -48.1570015 57.98699951
31 14.3465004 9.524000168 39.5359993
32 -36.07649994 -53.51300049 20.67399979
33 64.34649658 -49.0379982 32.36000061
34 10.33450031 -42.64400101 57.5320015
35 -21.65749931 -42.47000122 43.26300049
36 -16.6685009 -42.55099869 42.17699814
37 5.335499763 -41.34600067 56.43399811
38 10.34249973 -39.76499939 58.70000076
39 17.35650063 -39.82500076 58.14599991
40 -28.65749931 21.52599907 16.41900063
41 -30.66749954 -36.88399887 43.1590004
42 -15.66650009 -36.92300034 42.31499863
43 15.34749985 -35.49300003 60.16699982
44 13.33950043 -34.08800125 60.3370018
45 1.346500039 -32.88100052 57.97299957
46 5.321499825 -32.79600143 58.98600006
47 20.33049965 6.761000156 41.04600143
48 -32.65950012 -31.0340004 45.61600113
49 -37.65650177 -29.56500053 46.36999893
50 3.296499968 15.01399994 30.97599983
51 -50.44250107 51.68099976 -12.22099972
52 -44.65950012 -28.27199936 45.13499832
53 -21.64450073 -28.25399971 45.1780014
54 -0.66049999 -27.24500084 59.22100067
55 38.50350189 15.94099998 19.18899918
56 -13.78750038 -27.01000023 43.91199875
57 -10.67350006 7.859000206 32.78300095
58 -23.65950012 58.07600021 4.403999805
59 1.32249999 8.109999657 38.11800003
60 -33.6554985 -23.92099953 47.10900116
61 -24.65749931 -24.14800072 44.13499832
62 4.34649992 -23.12899971 58.57099915
63 22.35050011 -23.14800072 58.1570015
64 -17.66250038 -22.69000053 44.39799881
65 26.70750046 20.90500069 16.27000046
66 -24.66049957 -21.32999992 44.13000107
67 -60.63349915 29.86100006 49.60699844
68 -44.65650177 -19.70700073 46.93799973
69 -41.65650177 -18.29500008 46.93600082
70 -15.65649986 -18.36100006 45.8390007
71 -13.65649986 -18.38899994 45.65399933
72 5.340499878 -17.60099983 57.6590004
73 -20.64550018 -16.99699974 45.38299942
74 54.47650146 -0.5699999928 22.29400063
75 17.33849907 -16.2840004 56.65200043
76 27.32850075 -16.48500061 53.63700104
77 -38.66550064 -15.5539999 46
78 -30.6345005 -15.58199978 45.60100174
79 -14.6534996 -15.52700043 46.14300156
80 -8.793499947 12.23900032 26.69799995
81 -30.62549973 -14.15100002 45.53099823
82 26.32850075 -13.81200027 51.59500122
83 -59.6554985 21.52799988 54.18099976
84 -9.609499931 71.51399994 -6.997000217
85 67.14450073 -41.02999878 26.91399956
86 23.34550095 -11.15400028 49.64099884
87 -2.536499977 17.52400017 11.32400036
88 -50.6515007 -10.10400009 42.85699844
89 -13.66049957 -9.947999954 44.94100189
90 -10.65550041 -9.960000038 45.02399826
91 -54.6554985 8.835000038 54.92499924
92 -43.65250015 -8.631999969 43.8409996
93 -21.65649986 -8.708999634 42.60100174
94 25.38549995 -8.411000252 48.33800125
95 -38.65449905 -7.21600008 43.53099823
96 32.31750107 -7.050000191 47.4659996
97 -62.66350174 17.28499985 54.6780014
98 43.07649994 12.10099983 23.74300003
99 -26.6534996 -3.075999975 41.64199829
